A1 Ion Radius,A2 Ion Radius,A Ion Radius,B ion Radius,X1 Ion Radius,X2 Ion Radius,X3 Ion Radius,X4 Ion Radius,X Ion Radius,t,μ,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Ef (eV)
138,138,138,74,220,220,220,220,220,0.861034788,0.336363636,19,19,30,53,53,53,53,20,20,35,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.388,0.214,0.214,0.214,0.214,0.862,0.862,7.13,4.93,4.93,4.93,4.93,4.3407,4.3407,9.3942,10.4513,10.4513,10.4513,10.4513,39.098,39.098,65.38,126.904,126.904,126.904,126.904,336.5,336.5,692.88,386.65,386.65,386.65,386.65,-0.654744
138,138,138,99,220,220,220,220,220,0.793555573,0.45,19,19,20,53,53,53,53,20,20,20,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.647,0.214,0.214,0.214,0.214,0.862,0.862,1.54,4.93,4.93,4.93,4.93,4.3407,4.3407,6.1132,10.4513,10.4513,10.4513,10.4513,39.098,39.098,40.078,126.904,126.904,126.904,126.904,336.5,336.5,1112.15,386.65,386.65,386.65,386.65,-0.329577
138,138,138,97,220,220,220,220,220,0.798562232,0.440909091,19,19,48,53,53,53,53,20,20,64,74,74,74,74,4,4,5,5,5,5,5,0.757,0.757,0.232,0.214,0.214,0.214,0.214,0.862,0.862,8.69,4.93,4.93,4.93,4.93,4.3407,4.3407,8.9938,10.4513,10.4513,10.4513,10.4513,39.098,39.098,112.411,126.904,126.904,126.904,126.904,336.5,336.5,594.33,386.65,386.65,386.65,386.65,-0.730836
138,138,138,74.5,220,220,220,220,220,0.859572929,0.338636364,19,19,27,53,53,53,53,20,20,32,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.421,0.214,0.214,0.214,0.214,0.862,0.862,8.86,4.93,4.93,4.93,4.93,4.3407,4.3407,7.881,10.4513,10.4513,10.4513,10.4513,39.098,39.098,58.933,126.904,126.904,126.904,126.904,336.5,336.5,1768.15,386.65,386.65,386.65,386.65,0.403374
138,138,138,67,220,220,220,220,220,0.882035636,0.304545455,19,19,24,53,53,53,53,20,20,28,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.449,0.214,0.214,0.214,0.214,0.862,0.862,7.15,4.93,4.93,4.93,4.93,4.3407,4.3407,6.7665,10.4513,10.4513,10.4513,10.4513,39.098,39.098,51.996,126.904,126.904,126.904,126.904,336.5,336.5,2130.15,386.65,386.65,386.65,386.65,0.132086
138,138,138,73,220,220,220,220,220,0.863973473,0.331818182,19,19,29,53,53,53,53,20,20,35,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.385,0.214,0.214,0.214,0.214,0.862,0.862,8.96,4.93,4.93,4.93,4.93,4.3407,4.3407,7.7264,10.4513,10.4513,10.4513,10.4513,39.098,39.098,63.546,126.904,126.904,126.904,126.904,336.5,336.5,1357.75,386.65,386.65,386.65,386.65,-0.624975
138,138,138,65,220,220,220,220,220,0.88822536,0.295454545,19,19,26,53,53,53,53,20,20,30,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.449,0.214,0.214,0.214,0.214,0.862,0.862,7.87,4.93,4.93,4.93,4.93,4.3407,4.3407,7.9024,10.4513,10.4513,10.4513,10.4513,39.098,39.098,55.845,126.904,126.904,126.904,126.904,336.5,336.5,1808.15,386.65,386.65,386.65,386.65,0.193442
138,138,138,72,220,220,220,220,220,0.866932287,0.327272727,19,19,12,53,53,53,53,20,20,12,74,74,74,74,4,4,3,5,5,5,5,0.757,0.757,1.023,0.214,0.214,0.214,0.214,0.862,0.862,1.74,4.93,4.93,4.93,4.93,4.3407,4.3407,7.6462,10.4513,10.4513,10.4513,10.4513,39.098,39.098,24.305,126.904,126.904,126.904,126.904,336.5,336.5,923.15,386.65,386.65,386.65,386.65,-0.502532
138,138,138,61,220,220,220,220,220,0.900869138,0.277272727,19,19,25,53,53,53,53,20,20,30,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.479,0.214,0.214,0.214,0.214,0.862,0.862,7.44,4.93,4.93,4.93,4.93,4.3407,4.3407,7.434,10.4513,10.4513,10.4513,10.4513,39.098,39.098,54.938,126.904,126.904,126.904,126.904,336.5,336.5,1519.15,386.65,386.65,386.65,386.65,-0.447242397
138,138,138,69,220,220,220,220,220,0.875931584,0.313636364,19,19,28,53,53,53,53,20,20,31,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.444,0.214,0.214,0.214,0.214,0.862,0.862,8.91,4.93,4.93,4.93,4.93,4.3407,4.3407,7.6398,10.4513,10.4513,10.4513,10.4513,39.098,39.098,58.693,126.904,126.904,126.904,126.904,336.5,336.5,1726.15,386.65,386.65,386.65,386.65,-0.121586422
76,102,89,135,133,133,133,133,133,0.585737707,1.015037594,3,11,56,9,9,9,9,4,12,81,10,10,10,10,2,3,6,2,2,2,2,3.582,1.228,0.204,0.824,0.824,0.824,0.824,0.534,0.971,3.59,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,5.2117,17.4228,17.4228,17.4228,17.4228,6.941,22.99,137.327,18.998,18.998,18.998,18.998,453.85,371.15,1002.15,53.63,53.63,53.63,53.63,4.5608215
76,102,89,74,133,133,133,133,133,0.758346403,0.556390977,3,11,30,9,9,9,9,4,12,35,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.388,0.824,0.824,0.824,0.824,0.534,0.971,7.13,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,9.3942,17.4228,17.4228,17.4228,17.4228,6.941,22.99,65.38,18.998,18.998,18.998,18.998,453.85,371.15,692.88,53.63,53.63,53.63,53.63,-2.3593455
76,102,89,99,133,133,133,133,133,0.676628041,0.744360902,3,11,20,9,9,9,9,4,12,20,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.647,0.824,0.824,0.824,0.824,0.534,0.971,1.54,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,6.1132,17.4228,17.4228,17.4228,17.4228,6.941,22.99,40.078,18.998,18.998,18.998,18.998,453.85,371.15,1112.15,53.63,53.63,53.63,53.63,4.4153185
76,102,89,97,133,133,133,133,133,0.682511763,0.729323308,3,11,48,9,9,9,9,4,12,64,10,10,10,10,2,3,5,2,2,2,2,3.582,1.228,0.232,0.824,0.824,0.824,0.824,0.534,0.971,8.69,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,8.9938,17.4228,17.4228,17.4228,17.4228,6.941,22.99,112.411,18.998,18.998,18.998,18.998,453.85,371.15,594.33,53.63,53.63,53.63,53.63,-1.1668635
76,102,89,74.5,133,133,133,133,133,0.756519062,0.560150376,3,11,27,9,9,9,9,4,12,32,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.421,0.824,0.824,0.824,0.824,0.534,0.971,8.86,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,7.881,17.4228,17.4228,17.4228,17.4228,6.941,22.99,58.933,18.998,18.998,18.998,18.998,453.85,371.15,1768.15,53.63,53.63,53.63,53.63,5.0610765
76,102,89,67,133,133,133,133,133,0.784888527,0.503759398,3,11,24,9,9,9,9,4,12,28,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.449,0.824,0.824,0.824,0.824,0.534,0.971,7.15,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,6.7665,17.4228,17.4228,17.4228,17.4228,6.941,22.99,51.996,18.998,18.998,18.998,18.998,453.85,371.15,2130.15,53.63,53.63,53.63,53.63,-2.3620855
76,102,89,73,133,133,133,133,133,0.762027696,0.54887218,3,11,29,9,9,9,9,4,12,35,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.385,0.824,0.824,0.824,0.824,0.534,0.971,8.96,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,7.7264,17.4228,17.4228,17.4228,17.4228,6.941,22.99,63.546,18.998,18.998,18.998,18.998,453.85,371.15,1357.75,53.63,53.63,53.63,53.63,4.500108044
76,102,89,65,133,133,133,133,133,0.792816694,0.488721805,3,11,26,9,9,9,9,4,12,30,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.449,0.824,0.824,0.824,0.824,0.534,0.971,7.87,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,7.9024,17.4228,17.4228,17.4228,17.4228,6.941,22.99,55.845,18.998,18.998,18.998,18.998,453.85,371.15,1808.15,53.63,53.63,53.63,53.63,0.0029645
76,102,89,72,133,133,133,133,133,0.765744905,0.541353383,3,11,12,9,9,9,9,4,12,12,10,10,10,10,2,3,3,2,2,2,2,3.582,1.228,1.023,0.824,0.824,0.824,0.824,0.534,0.971,1.74,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,7.6462,17.4228,17.4228,17.4228,17.4228,6.941,22.99,24.305,18.998,18.998,18.998,18.998,453.85,371.15,923.15,53.63,53.63,53.63,53.63,-1.5348225
76,102,89,61,133,133,133,133,133,0.80916343,0.458646617,3,11,25,9,9,9,9,4,12,30,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.479,0.824,0.824,0.824,0.824,0.534,0.971,7.44,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,7.434,17.4228,17.4228,17.4228,17.4228,6.941,22.99,54.938,18.998,18.998,18.998,18.998,453.85,371.15,1519.15,53.63,53.63,53.63,53.63,1.840761204
76,102,89,69,133,133,133,133,133,0.777117354,0.518796992,3,11,28,9,9,9,9,4,12,31,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.444,0.824,0.824,0.824,0.824,0.534,0.971,8.91,0.0017,0.0017,0.0017,0.0017,5.3917,5.1391,7.6398,17.4228,17.4228,17.4228,17.4228,6.941,22.99,58.693,18.998,18.998,18.998,18.998,453.85,371.15,1726.15,53.63,53.63,53.63,53.63,4.885093025
102,138,120,135,181,181,181,181,181,0.673541586,0.745856354,11,19,56,17,17,17,17,12,20,81,18,18,18,18,3,4,6,3,3,3,3,1.228,0.757,0.204,0.479,0.479,0.479,0.479,0.971,0.862,3.59,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,5.2117,12.9676,12.9676,12.9676,12.9676,22.99,39.098,137.327,35.453,35.453,35.453,35.453,371.15,336.5,1002.15,172.31,172.31,172.31,172.31,-0.662922
102,138,120,74,181,181,181,181,181,0.834663299,0.408839779,11,19,30,17,17,17,17,12,20,35,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.388,0.479,0.479,0.479,0.479,0.971,0.862,7.13,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,9.3942,12.9676,12.9676,12.9676,12.9676,22.99,39.098,65.38,35.453,35.453,35.453,35.453,371.15,336.5,692.88,172.31,172.31,172.31,172.31,-2.410956
102,138,120,99,181,181,181,181,181,0.76013979,0.546961326,11,19,20,17,17,17,17,12,20,20,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.647,0.479,0.479,0.479,0.479,0.971,0.862,1.54,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,6.1132,12.9676,12.9676,12.9676,12.9676,22.99,39.098,40.078,35.453,35.453,35.453,35.453,371.15,336.5,1112.15,172.31,172.31,172.31,172.31,-0.881554
102,138,120,97,181,181,181,181,181,0.765608421,0.535911602,11,19,48,17,17,17,17,12,20,64,18,18,18,18,3,4,5,3,3,3,3,1.228,0.757,0.232,0.479,0.479,0.479,0.479,0.971,0.862,8.69,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,8.9938,12.9676,12.9676,12.9676,12.9676,22.99,39.098,112.411,35.453,35.453,35.453,35.453,371.15,336.5,594.33,172.31,172.31,172.31,172.31,-1.988943
102,138,120,74.5,181,181,181,181,181,0.833029907,0.41160221,11,19,27,17,17,17,17,12,20,32,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.421,0.479,0.479,0.479,0.479,0.971,0.862,8.86,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,7.881,12.9676,12.9676,12.9676,12.9676,22.99,39.098,58.933,35.453,35.453,35.453,35.453,371.15,336.5,1768.15,172.31,172.31,172.31,172.31,-0.278551
102,138,120,67,181,181,181,181,181,0.858222343,0.370165746,11,19,24,17,17,17,17,12,20,28,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.449,0.479,0.479,0.479,0.479,0.971,0.862,7.15,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,6.7665,12.9676,12.9676,12.9676,12.9676,22.99,39.098,51.996,35.453,35.453,35.453,35.453,371.15,336.5,2130.15,172.31,172.31,172.31,172.31,-3.70616
102,138,120,73,181,181,181,181,181,0.837949375,0.403314917,11,19,29,17,17,17,17,12,20,35,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.385,0.479,0.479,0.479,0.479,0.971,0.862,8.96,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,7.7264,12.9676,12.9676,12.9676,12.9676,22.99,39.098,63.546,35.453,35.453,35.453,35.453,371.15,336.5,1357.75,172.31,172.31,172.31,172.31,-0.453379104
102,138,120,65,181,181,181,181,181,0.865199761,0.359116022,11,19,26,17,17,17,17,12,20,30,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.449,0.479,0.479,0.479,0.479,0.971,0.862,7.87,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,7.9024,12.9676,12.9676,12.9676,12.9676,22.99,39.098,55.845,35.453,35.453,35.453,35.453,371.15,336.5,1808.15,172.31,172.31,172.31,172.31,0.402253
102,138,120,72,181,181,181,181,181,0.841261427,0.397790055,11,19,12,17,17,17,17,12,20,12,18,18,18,18,3,4,3,3,3,3,3,1.228,0.757,1.023,0.479,0.479,0.479,0.479,0.971,0.862,1.74,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,7.6462,12.9676,12.9676,12.9676,12.9676,22.99,39.098,24.305,35.453,35.453,35.453,35.453,371.15,336.5,923.15,172.31,172.31,172.31,172.31,0.49552
102,138,120,61,181,181,181,181,181,0.879500583,0.337016575,11,19,25,17,17,17,17,12,20,30,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.479,0.479,0.479,0.479,0.479,0.971,0.862,7.44,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,7.434,12.9676,12.9676,12.9676,12.9676,22.99,39.098,54.938,35.453,35.453,35.453,35.453,371.15,336.5,1519.15,172.31,172.31,172.31,172.31,-0.529282494
102,138,120,69,181,181,181,181,181,0.851356565,0.38121547,11,19,28,17,17,17,17,12,20,31,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.444,0.479,0.479,0.479,0.479,0.971,0.862,8.91,0.00321,0.00321,0.00321,0.00321,5.1391,4.3407,7.6398,12.9676,12.9676,12.9676,12.9676,22.99,39.098,58.693,35.453,35.453,35.453,35.453,371.15,336.5,1726.15,172.31,172.31,172.31,172.31,-1.622236901
152,167,159.5,135,220,220,220,220,220,0.755907108,0.613636364,37,55,56,53,53,53,53,48,78,81,74,74,74,74,5,6,6,5,5,5,5,0.363,0.242,0.204,0.214,0.214,0.214,0.214,1.53,1.87,3.59,4.93,4.93,4.93,4.93,4.1771,3.8939,5.2117,10.4513,10.4513,10.4513,10.4513,85.468,132.905,137.327,126.904,126.904,126.904,126.904,312.79,301.7,1002.15,386.65,386.65,386.65,386.65,0.467228
152,167,159.5,74,220,220,220,220,220,0.912744978,0.336363636,37,55,30,53,53,53,53,48,78,35,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.388,0.214,0.214,0.214,0.214,1.53,1.87,7.13,4.93,4.93,4.93,4.93,4.1771,3.8939,9.3942,10.4513,10.4513,10.4513,10.4513,85.468,132.905,65.38,126.904,126.904,126.904,126.904,312.79,301.7,692.88,386.65,386.65,386.65,386.65,-0.525772
152,167,159.5,99,220,220,220,220,220,0.84121324,0.45,37,55,20,53,53,53,53,48,78,20,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.647,0.214,0.214,0.214,0.214,1.53,1.87,1.54,4.93,4.93,4.93,4.93,4.1771,3.8939,6.1132,10.4513,10.4513,10.4513,10.4513,85.468,132.905,40.078,126.904,126.904,126.904,126.904,312.79,301.7,1112.15,386.65,386.65,386.65,386.65,-0.427768
152,167,159.5,97,220,220,220,220,220,0.846520579,0.440909091,37,55,48,53,53,53,53,48,78,64,74,74,74,74,5,6,5,5,5,5,5,0.363,0.242,0.232,0.214,0.214,0.214,0.214,1.53,1.87,8.69,4.93,4.93,4.93,4.93,4.1771,3.8939,8.9938,10.4513,10.4513,10.4513,10.4513,85.468,132.905,112.411,126.904,126.904,126.904,126.904,312.79,301.7,594.33,386.65,386.65,386.65,386.65,-0.681948
152,167,159.5,74.5,220,220,220,220,220,0.911195326,0.338636364,37,55,27,53,53,53,53,48,78,32,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.421,0.214,0.214,0.214,0.214,1.53,1.87,8.86,4.93,4.93,4.93,4.93,4.1771,3.8939,7.881,10.4513,10.4513,10.4513,10.4513,85.468,132.905,58.933,126.904,126.904,126.904,126.904,312.79,301.7,1768.15,386.65,386.65,386.65,386.65,0.567948
152,167,159.5,67,220,220,220,220,220,0.93500705,0.304545455,37,55,24,53,53,53,53,48,78,28,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.449,0.214,0.214,0.214,0.214,1.53,1.87,7.15,4.93,4.93,4.93,4.93,4.1771,3.8939,6.7665,10.4513,10.4513,10.4513,10.4513,85.468,132.905,51.996,126.904,126.904,126.904,126.904,312.79,301.7,2130.15,386.65,386.65,386.65,386.65,0.256106
152,167,159.5,73,220,220,220,220,220,0.915860148,0.331818182,37,55,29,53,53,53,53,48,78,35,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.385,0.214,0.214,0.214,0.214,1.53,1.87,8.96,4.93,4.93,4.93,4.93,4.1771,3.8939,7.7264,10.4513,10.4513,10.4513,10.4513,85.468,132.905,63.546,126.904,126.904,126.904,126.904,312.79,301.7,1357.75,386.65,386.65,386.65,386.65,-0.153852
152,167,159.5,65,220,220,220,220,220,0.941568503,0.295454545,37,55,26,53,53,53,53,48,78,30,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.449,0.214,0.214,0.214,0.214,1.53,1.87,7.87,4.93,4.93,4.93,4.93,4.1771,3.8939,7.9024,10.4513,10.4513,10.4513,10.4513,85.468,132.905,55.845,126.904,126.904,126.904,126.904,312.79,301.7,1808.15,386.65,386.65,386.65,386.65,0.368478
152,167,159.5,72,220,220,220,220,220,0.918996656,0.327272727,37,55,12,53,53,53,53,48,78,12,74,74,74,74,5,6,3,5,5,5,5,0.363,0.242,1.023,0.214,0.214,0.214,0.214,1.53,1.87,1.74,4.93,4.93,4.93,4.93,4.1771,3.8939,7.6462,10.4513,10.4513,10.4513,10.4513,85.468,132.905,24.305,126.904,126.904,126.904,126.904,312.79,301.7,923.15,386.65,386.65,386.65,386.65,-0.447564
152,167,159.5,61,220,220,220,220,220,0.954971614,0.277272727,37,55,25,53,53,53,53,48,78,30,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.479,0.214,0.214,0.214,0.214,1.53,1.87,7.44,4.93,4.93,4.93,4.93,4.1771,3.8939,7.434,10.4513,10.4513,10.4513,10.4513,85.468,132.905,54.938,126.904,126.904,126.904,126.904,312.79,301.7,1519.15,386.65,386.65,386.65,386.65,-0.180201397
152,167,159.5,69,220,220,220,220,220,0.928536413,0.313636364,37,55,28,53,53,53,53,48,78,31,74,74,74,74,5,6,4,5,5,5,5,0.363,0.242,0.444,0.214,0.214,0.214,0.214,1.53,1.87,8.91,4.93,4.93,4.93,4.93,4.1771,3.8939,7.6398,10.4513,10.4513,10.4513,10.4513,85.468,132.905,58.693,126.904,126.904,126.904,126.904,312.79,301.7,1726.15,386.65,386.65,386.65,386.65,-0.143634422
76,76,76,135,133,133,181,196,160.75,0.566044059,0.839813375,3,3,56,9,9,17,35,4,4,81,10,10,18,45,2,2,6,2,2,3,4,3.582,3.582,0.204,0.824,0.824,0.479,0.474,0.534,0.534,3.59,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,5.2117,17.4228,17.4228,12.9676,11.8138,6.941,6.941,137.327,18.998,18.998,35.453,79.904,453.85,453.85,1002.15,53.63,53.63,172.31,266.05,4.8590765
76,76,76,74,133,133,181,196,160.75,0.71313112,0.460342146,3,3,30,9,9,17,35,4,4,35,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.388,0.824,0.824,0.479,0.474,0.534,0.534,7.13,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,9.3942,17.4228,17.4228,12.9676,11.8138,6.941,6.941,65.38,18.998,18.998,35.453,79.904,453.85,453.85,692.88,53.63,53.63,172.31,266.05,-1.9883915
76,76,76,99,133,133,181,196,160.75,0.644494824,0.615863142,3,3,20,9,9,17,35,4,4,20,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.647,0.824,0.824,0.479,0.474,0.534,0.534,1.54,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,6.1132,17.4228,17.4228,12.9676,11.8138,6.941,6.941,40.078,18.998,18.998,35.453,79.904,453.85,453.85,1112.15,53.63,53.63,172.31,266.05,5.1674375
76,76,76,97,133,133,181,196,160.75,0.649495753,0.603421462,3,3,48,9,9,17,35,4,4,64,10,10,18,45,2,2,5,2,2,3,4,3.582,3.582,0.232,0.824,0.824,0.479,0.474,0.534,0.534,8.69,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,8.9938,17.4228,17.4228,12.9676,11.8138,6.941,6.941,112.411,18.998,18.998,35.453,79.904,453.85,453.85,594.33,53.63,53.63,172.31,266.05,3.2140065
76,76,76,74.5,133,133,181,196,160.75,0.711615432,0.463452566,3,3,27,9,9,17,35,4,4,32,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.421,0.824,0.824,0.479,0.474,0.534,0.534,8.86,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.881,17.4228,17.4228,12.9676,11.8138,6.941,6.941,58.933,18.998,18.998,35.453,79.904,453.85,453.85,1768.15,53.63,53.63,172.31,266.05,5.7580205
76,76,76,67,133,133,181,196,160.75,0.73504953,0.416796267,3,3,24,9,9,17,35,4,4,28,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.449,0.824,0.824,0.479,0.474,0.534,0.534,7.15,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,6.7665,17.4228,17.4228,12.9676,11.8138,6.941,6.941,51.996,18.998,18.998,35.453,79.904,453.85,453.85,2130.15,53.63,53.63,172.31,266.05,3.9605675
76,76,76,73,133,133,181,196,160.75,0.716181948,0.454121306,3,3,29,9,9,17,35,4,4,35,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.385,0.824,0.824,0.479,0.474,0.534,0.534,8.96,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.7264,17.4228,17.4228,12.9676,11.8138,6.941,6.941,63.546,18.998,18.998,35.453,79.904,453.85,453.85,1357.75,53.63,53.63,172.31,266.05,4.883734044
76,76,76,65,133,133,181,196,160.75,0.741561597,0.404354588,3,3,26,9,9,17,35,4,4,30,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.449,0.824,0.824,0.479,0.474,0.534,0.534,7.87,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.9024,17.4228,17.4228,12.9676,11.8138,6.941,6.941,55.845,18.998,18.998,35.453,79.904,453.85,453.85,1808.15,53.63,53.63,172.31,266.05,6.6204105
76,76,76,72,133,133,181,196,160.75,0.719258992,0.447900467,3,3,12,9,9,17,35,4,4,12,10,10,18,45,2,2,3,2,2,3,4,3.582,3.582,1.023,0.824,0.824,0.479,0.474,0.534,0.534,1.74,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.6462,17.4228,17.4228,12.9676,11.8138,6.941,6.941,24.305,18.998,18.998,35.453,79.904,453.85,453.85,923.15,53.63,53.63,172.31,266.05,5.2978205
76,76,76,61,133,133,181,196,160.75,0.754938131,0.379471229,3,3,25,9,9,17,35,4,4,30,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.479,0.824,0.824,0.479,0.474,0.534,0.534,7.44,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.434,17.4228,17.4228,12.9676,11.8138,6.941,6.941,54.938,18.998,18.998,35.453,79.904,453.85,453.85,1519.15,53.63,53.63,172.31,266.05,2.549981204
76,76,76,69,133,133,181,196,160.75,0.72865084,0.429237947,3,3,28,9,9,17,35,4,4,31,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.444,0.824,0.824,0.479,0.474,0.534,0.534,8.91,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.6398,17.4228,17.4228,12.9676,11.8138,6.941,6.941,58.693,18.998,18.998,35.453,79.904,453.85,453.85,1726.15,53.63,53.63,172.31,266.05,5.463873024
102,102,102,135,220,220,133,181,188.5,0.634975332,0.716180371,11,11,56,53,53,9,17,12,12,81,74,74,10,18,3,3,6,5,5,2,3,1.228,1.228,0.204,0.214,0.214,0.824,0.479,0.971,0.971,3.59,4.93,4.93,0.0017,0.00321,5.1391,5.1391,5.2117,10.4513,10.4513,17.4228,12.9676,22.99,22.99,137.327,126.904,126.904,18.998,35.453,371.15,371.15,1002.15,386.65,386.65,53.63,172.31,-0.508829
102,102,102,74,220,220,133,181,188.5,0.782531505,0.392572944,11,11,30,53,53,9,17,12,12,35,74,74,10,18,3,3,4,5,5,2,3,1.228,1.228,0.388,0.214,0.214,0.824,0.479,0.971,0.971,7.13,4.93,4.93,0.0017,0.00321,5.1391,5.1391,9.3942,10.4513,10.4513,17.4228,12.9676,22.99,22.99,65.38,126.904,126.904,18.998,35.453,371.15,371.15,692.88,386.65,386.65,53.63,172.31,-0.67523
102,102,102,99,220,220,133,181,188.5,0.714485287,0.525198939,11,11,20,53,53,9,17,12,12,20,74,74,10,18,3,3,4,5,5,2,3,1.228,1.228,0.647,0.214,0.214,0.824,0.479,0.971,0.971,1.54,4.93,4.93,0.0017,0.00321,5.1391,5.1391,6.1132,10.4513,10.4513,17.4228,12.9676,22.99,22.99,40.078,126.904,126.904,18.998,35.453,371.15,371.15,1112.15,386.65,386.65,53.63,172.31,-1.716107
102,102,102,97,220,220,133,181,188.5,0.719490438,0.514588859,11,11,48,53,53,9,17,12,12,64,74,74,10,18,3,3,5,5,5,2,3,1.228,1.228,0.232,0.214,0.214,0.824,0.479,0.971,0.971,8.69,4.93,4.93,0.0017,0.00321,5.1391,5.1391,8.9938,10.4513,10.4513,17.4228,12.9676,22.99,22.99,112.411,126.904,126.904,18.998,35.453,371.15,371.15,594.33,386.65,386.65,53.63,172.31,-0.930668
